CUSTOMER,OVERALLSATISFACTION,FOODQUALITY,SPEEDSATISFACTION,ORDERACCURACY
5207,3.000,3.000,3.000,True
5208,1.000,1.000,1.000,True
5209,5.000,5.000,5.000,False
5210,5.000,2.000,2.000,True
5211,2.000,4.000,4.000,True
5212,1.000,5.000,5.000,True
5213,5.000,2.000,2.000,False
5214,2.000,5.000,5.000,True
5215,3.000,3.000,3.000,True
5216,5.000,1.000,1.000,True
5217,3.000,5.000,5.000,True
5218,4.000,3.000,3.000,False
5219,5.000,2.000,2.000,True
5220,2.000,2.000,2.000,True
5221,5.000,4.000,4.000,True
5222,1.000,4.000,4.000,True
5223,3.000,3.000,3.000,False
5224,5.000,5.000,5.000,True
5225,3.000,3.000,3.000,True
5226,5.000,1.000,1.000,True
5227,2.000,5.000,5.000,True
5228,4.000,5.000,5.000,True
5229,3.000,2.000,2.000,True
5230,1.000,1.000,1.000,False
5231,5.000,5.000,5.000,True
5232,2.000,2.000,2.000,True
5233,4.000,3.000,3.000,True
5234,4.000,4.000,4.000,True
5235,3.000,3.000,3.000,True
5236,1.000,1.000,1.000,True
5237,5.000,5.000,5.000,True
5238,2.000,2.000,2.000,True
5239,4.000,4.000,4.000,False
5240,5.000,5.000,5.000,True
5241,2.000,2.000,2.000,False
5242,5.000,5.000,5.000,True
5243,3.000,3.000,3.000,True
5244,1.000,1.000,1.000,False
5245,5.000,5.000,5.000,True
5246,3.000,3.000,3.000,True
5247,2.000,2.000,2.000,True
5248,2.000,2.000,2.000,True
5249,4.000,4.000,4.000,False
5250,4.000,4.000,4.000,True
5251,3.000,3.000,3.000,True
5252,5.000,5.000,5.000,True
5253,3.000,3.000,3.000,False
5254,1.000,1.000,1.000,True
5255,5.000,5.000,5.000,True
5256,5.000,5.000,5.000,True
5257,2.000,2.000,2.000,True
5258,1.000,1.000,1.000,False
5259,5.000,5.000,5.000,True
5260,2.000,2.000,2.000,True
5261,3.000,3.000,3.000,True
5262,5.000,5.000,5.000,True
5263,3.000,3.000,3.000,False
5264,4.000,4.000,4.000,True
5265,5.000,5.000,5.000,True
5266,2.000,2.000,2.000,True
5267,5.000,5.000,5.000,True
5268,1.000,1.000,1.000,True
5269,3.000,3.000,3.000,True
5270,5.000,5.000,5.000,False
5271,3.000,3.000,3.000,True
5272,5.000,5.000,5.000,True
5273,2.000,2.000,2.000,True
5274,4.000,4.000,4.000,True
5275,3.000,3.000,3.000,True
5276,1.000,1.000,1.000,True
5277,5.000,5.000,5.000,True
5278,2.000,2.000,2.000,True
5279,4.000,4.000,4.000,False
5280,5.000,5.000,5.000,True
5281,2.000,2.000,2.000,False
5282,5.000,5.000,5.000,True
5283,3.000,3.000,3.000,True
5284,1.000,1.000,1.000,False
5285,5.000,5.000,5.000,True
5286,3.000,3.000,3.000,True
5287,2.000,2.000,2.000,True
5288,2.000,2.000,2.000,True
5289,4.000,4.000,4.000,False
5290,4.000,4.000,4.000,True
5291,3.000,3.000,3.000,True
5292,5.000,5.000,5.000,True
5293,3.000,3.000,3.000,False
5294,1.000,1.000,1.000,True
5295,5.000,5.000,5.000,True
5296,5.000,5.000,5.000,True
5297,2.000,2.000,2.000,True
5298,1.000,1.000,1.000,False
5299,5.000,5.000,5.000,True
5300,2.000,2.000,2.000,True
5301,3.000,3.000,3.000,True
5302,5.000,5.000,5.000,True
5303,3.000,3.000,3.000,False
5304,4.000,4.000,4.000,True
5305,5.000,5.000,5.000,True
5306,2.000,2.000,2.000,True
5307,5.000,5.000,5.000,True
5308,1.000,1.000,1.000,True
5309,3.000,3.000,3.000,True
5310,5.000,5.000,5.000,False
5311,3.000,3.000,3.000,True
5312,5.000,5.000,5.000,True
5313,2.000,2.000,2.000,True
5314,4.000,4.000,4.000,True
5315,3.000,3.000,3.000,True
5316,1.000,1.000,1.000,True
5317,5.000,5.000,5.000,True
5318,2.000,2.000,2.000,True
5319,4.000,4.000,4.000,False
5320,5.000,5.000,5.000,True
5321,2.000,2.000,2.000,False
5322,5.000,5.000,5.000,True
5323,3.000,3.000,3.000,True
5324,1.000,1.000,1.000,False
5325,5.000,5.000,5.000,True
5326,3.000,3.000,3.000,True
5327,2.000,2.000,2.000,True
5328,2.000,2.000,2.000,True
5329,4.000,4.000,4.000,False
5330,4.000,4.000,4.000,True
5331,3.000,3.000,3.000,True
5332,5.000,5.000,5.000,True
5333,3.000,3.000,3.000,False
5334,1.000,1.000,1.000,True
5335,5.000,5.000,5.000,True
5336,5.000,5.000,5.000,True
5337,2.000,2.000,2.000,True
5338,1.000,1.000,1.000,False
5339,5.000,5.000,5.000,True
5340,2.000,2.000,2.000,True
5341,3.000,3.000,3.000,True
5342,5.000,5.000,5.000,True
5343,3.000,3.000,3.000,False
5344,4.000,4.000,4.000,True
5345,5.000,5.000,5.000,True
5346,2.000,2.000,2.000,True
5347,5.000,5.000,5.000,True
5348,1.000,1.000,1.000,True
5349,3.000,3.000,3.000,True
5350,5.000,5.000,5.000,False
5351,3.000,3.000,3.000,True
5352,5.000,5.000,5.000,True
5353,2.000,2.000,2.000,True
5354,4.000,4.000,4.000,True
5355,3.000,3.000,3.000,True
5356,1.000,1.000,1.000,True
5357,5.000,5.000,5.000,True
5358,2.000,2.000,2.000,True
5359,4.000,4.000,4.000,False
5360,5.000,5.000,5.000,True
5361,2.000,2.000,2.000,False
5362,5.000,5.000,5.000,True
5363,3.000,3.000,3.000,True
5364,1.000,1.000,1.000,False
5365,5.000,5.000,5.000,True
5366,3.000,3.000,3.000,True
5367,2.000,2.000,2.000,True
5368,2.000,2.000,2.000,True
5369,4.000,4.000,4.000,False
5370,4.000,4.000,4.000,True
5371,3.000,3.000,3.000,True
5372,5.000,5.000,5.000,True
5373,3.000,3.000,3.000,False
5374,1.000,1.000,1.000,True
5375,5.000,5.000,5.000,True
5376,5.000,5.000,5.000,True
5377,2.000,2.000,2.000,True
5378,1.000,1.000,1.000,False
5379,5.000,5.000,5.000,True
5380,2.000,2.000,2.000,True
5381,3.000,3.000,3.000,True
5382,5.000,5.000,5.000,True
5383,3.000,3.000,3.000,False
5384,4.000,4.000,4.000,True
5385,5.000,5.000,5.000,True
5386,2.000,2.000,2.000,True
5387,5.000,5.000,5.000,True
5388,1.000,1.000,1.000,True
5389,3.000,3.000,3.000,True
5390,5.000,5.000,5.000,False
5391,3.000,3.000,3.000,True
5392,5.000,5.000,5.000,True
5393,2.000,2.000,2.000,True
5394,4.000,4.000,4.000,True
5395,3.000,3.000,3.000,True
5396,1.000,1.000,1.000,True
5397,5.000,5.000,5.000,True
5398,2.000,2.000,2.000,True
5399,4.000,4.000,4.000,False
5400,5.000,5.000,5.000,True
5401,2.000,2.000,2.000,False
5402,5.000,5.000,5.000,True
5403,3.000,3.000,3.000,True
5404,1.000,1.000,1.000,False
5405,5.000,5.000,5.000,True
5406,3.000,3.000,3.000,True
5407,2.000,2.000,2.000,True
5408,2.000,2.000,2.000,True
5409,4.000,4.000,4.000,False
5410,4.000,4.000,4.000,True
5411,3.000,3.000,3.000,True
5412,5.000,5.000,5.000,True
5413,3.000,3.000,3.000,False
5414,1.000,1.000,1.000,True
5415,5.000,5.000,5.000,True
5416,5.000,5.000,5.000,True
5417,2.000,2.000,2.000,True
5418,1.000,1.000,1.000,False
5419,5.000,5.000,5.000,True
5420,2.000,2.000,2.000,True
5421,3.000,3.000,3.000,True
5422,3.000,5.000,5.000,True
5423,3.000,3.000,3.000,False
5424,3.000,4.000,4.000,True
5425,3.000,5.000,5.000,True
5426,3.000,2.000,2.000,True
5427,3.000,5.000,5.000,True
5428,3.000,1.000,1.000,True
5429,3.000,3.000,3.000,True
5430,3.000,5.000,5.000,False
5431,3.000,3.000,3.000,True
5432,3.000,5.000,5.000,True
5433,3.000,2.000,2.000,True
5434,3.000,4.000,4.000,True
5435,3.000,3.000,3.000,True
5436,3.000,1.000,1.000,True
5437,3.000,5.000,5.000,True
5438,3.000,2.000,2.000,True
5439,3.000,4.000,4.000,False
5440,3.000,5.000,5.000,True
5441,3.000,2.000,2.000,False
5442,3.000,5.000,5.000,True
5443,3.000,3.000,3.000,True
5444,3.000,1.000,1.000,False
5445,5.000,5.000,5.000,True
5446,3.000,3.000,3.000,True
5447,4.000,2.000,2.000,True
5448,5.000,2.000,2.000,True
5449,2.000,4.000,4.000,False
5450,5.000,4.000,4.000,True
5451,1.000,3.000,3.000,True
5452,3.000,5.000,5.000,True
5453,5.000,3.000,3.000,False
5454,3.000,1.000,1.000,True
5455,5.000,5.000,5.000,True
5456,2.000,5.000,5.000,True
5457,4.000,2.000,2.000,True
5458,3.000,1.000,1.000,False
5459,1.000,5.000,5.000,True
5460,5.000,2.000,2.000,True
5461,2.000,3.000,3.000,True
5462,4.000,3.000,3.000,True
5463,5.000,5.000,5.000,False
5464,2.000,3.000,3.000,True
5465,5.000,4.000,4.000,True
5466,3.000,5.000,5.000,True
5467,1.000,2.000,2.000,True
5468,5.000,5.000,5.000,True
5469,3.000,1.000,1.000,True
5470,2.000,3.000,3.000,False
5471,2.000,5.000,5.000,True
5472,4.000,3.000,3.000,True
5473,4.000,5.000,5.000,True
5474,3.000,2.000,2.000,True
5475,5.000,4.000,4.000,True
5476,3.000,3.000,3.000,True
5477,1.000,1.000,1.000,True
5478,5.000,5.000,5.000,True
5479,5.000,2.000,2.000,False
5480,2.000,4.000,4.000,True
5481,1.000,5.000,5.000,False
5482,5.000,2.000,2.000,True
5483,2.000,5.000,5.000,True
5484,3.000,3.000,3.000,False
5485,5.000,1.000,1.000,True
5486,3.000,5.000,5.000,True
5487,4.000,3.000,3.000,True
5488,5.000,2.000,2.000,True
5489,2.000,2.000,2.000,False
5490,5.000,4.000,4.000,True
5491,1.000,4.000,4.000,True
5492,3.000,3.000,3.000,True
5493,5.000,5.000,5.000,False
5494,3.000,3.000,3.000,True
5495,5.000,1.000,1.000,True
5496,2.000,5.000,5.000,True
5497,4.000,5.000,5.000,True
5498,3.000,2.000,2.000,False
5499,1.000,1.000,1.000,True
5500,5.000,5.000,5.000,True
5501,2.000,2.000,2.000,True
5502,4.000,3.000,3.000,True
5503,5.000,5.000,5.000,False
5504,2.000,3.000,3.000,True
5505,5.000,4.000,4.000,True
5506,3.000,5.000,5.000,True
5507,1.000,2.000,2.000,True
5508,5.000,5.000,5.000,True
5509,3.000,1.000,1.000,True
5510,2.000,3.000,3.000,False
5511,2.000,5.000,5.000,True
5512,4.000,3.000,3.000,True
5513,4.000,5.000,5.000,True
5514,3.000,2.000,2.000,True
5515,5.000,4.000,4.000,True
5516,3.000,3.000,3.000,True
5517,1.000,1.000,1.000,True
5518,5.000,5.000,5.000,True
5519,5.000,2.000,2.000,False
5520,2.000,4.000,4.000,True
5521,1.000,5.000,5.000,False
5522,5.000,2.000,2.000,True
5523,2.000,5.000,5.000,True
5524,3.000,3.000,3.000,False
5525,5.000,1.000,1.000,True
5526,3.000,5.000,5.000,True
5527,4.000,3.000,3.000,True
5528,5.000,2.000,2.000,True
5529,2.000,2.000,2.000,False
5530,5.000,4.000,4.000,True
5531,1.000,4.000,4.000,True
5532,3.000,3.000,3.000,True
5533,5.000,5.000,5.000,False
5534,3.000,3.000,3.000,True
5535,5.000,1.000,1.000,True
5536,2.000,5.000,5.000,True
5537,4.000,5.000,5.000,True
5538,3.000,2.000,2.000,False
5539,1.000,1.000,1.000,True
5540,5.000,5.000,5.000,True
5541,2.000,2.000,2.000,True
5542,4.000,3.000,3.000,True
5543,5.000,5.000,5.000,False
5544,2.000,3.000,3.000,True
5545,5.000,4.000,4.000,True
5546,3.000,5.000,5.000,True
5547,1.000,2.000,2.000,True
5548,5.000,5.000,5.000,True
5549,3.000,1.000,1.000,True
5550,2.000,3.000,3.000,False
5551,2.000,5.000,5.000,True
5552,4.000,3.000,3.000,True
5553,4.000,5.000,5.000,True
5554,3.000,2.000,2.000,True
5555,5.000,4.000,4.000,True
5556,3.000,3.000,3.000,True
5557,1.000,1.000,1.000,True
5558,5.000,5.000,5.000,True
5559,5.000,2.000,2.000,False
5560,2.000,4.000,4.000,True
5561,1.000,5.000,5.000,False
5562,5.000,2.000,2.000,True
5563,2.000,5.000,5.000,True
5564,3.000,3.000,3.000,False
5565,5.000,1.000,1.000,True
5566,3.000,5.000,5.000,True
5567,4.000,3.000,3.000,True
5568,5.000,2.000,2.000,True
5569,2.000,2.000,2.000,False
5570,5.000,4.000,4.000,True
5571,1.000,4.000,4.000,True
5572,3.000,3.000,3.000,True
5573,5.000,5.000,5.000,False
5574,3.000,3.000,3.000,True
5575,5.000,1.000,1.000,True
5576,2.000,5.000,5.000,True
5577,4.000,5.000,5.000,True
5578,3.000,2.000,2.000,False
5579,1.000,1.000,1.000,True
5580,5.000,5.000,5.000,True
5581,2.000,2.000,2.000,True
5582,4.000,3.000,3.000,True
5583,5.000,5.000,5.000,False
5584,2.000,3.000,3.000,True
5585,5.000,4.000,4.000,True
5586,3.000,5.000,5.000,True
5587,1.000,2.000,2.000,True
5588,5.000,5.000,5.000,True
5589,3.000,1.000,1.000,True
5590,2.000,3.000,3.000,False
5591,2.000,5.000,5.000,True
5592,4.000,3.000,3.000,True
5593,4.000,5.000,5.000,True
5594,3.000,2.000,2.000,True
5595,5.000,4.000,4.000,True
5596,3.000,3.000,3.000,True
5597,1.000,1.000,1.000,True
5598,5.000,5.000,5.000,True
5599,5.000,2.000,2.000,False
5600,2.000,4.000,4.000,True
5601,1.000,5.000,5.000,False
5602,5.000,2.000,2.000,True
5603,2.000,5.000,5.000,True
5604,3.000,3.000,3.000,False
5605,3.000,1.000,1.000,True
5606,5.000,5.000,5.000,True
5607,3.000,3.000,3.000,True
5608,4.000,2.000,2.000,True
5609,5.000,2.000,2.000,False
5610,2.000,4.000,4.000,True
5611,5.000,4.000,4.000,True
5612,1.000,3.000,3.000,True
5613,3.000,5.000,5.000,False
5614,5.000,3.000,3.000,True
5615,3.000,1.000,1.000,True
5616,5.000,5.000,5.000,True
5617,2.000,5.000,5.000,True
5618,4.000,2.000,2.000,False
5619,3.000,1.000,1.000,True
5620,1.000,5.000,5.000,True
5621,5.000,2.000,2.000,True
5622,2.000,3.000,3.000,True
5623,4.000,3.000,3.000,False
5624,5.000,3.000,3.000,True
5625,2.000,3.000,3.000,True
5626,5.000,3.000,3.000,True
5627,3.000,3.000,3.000,True
5628,1.000,3.000,3.000,True
5629,5.000,3.000,3.000,True
5630,3.000,3.000,3.000,False
5631,2.000,3.000,3.000,True
5632,2.000,3.000,3.000,True
5633,4.000,3.000,3.000,True
5634,4.000,3.000,3.000,True
5635,3.000,3.000,5.000,True
5636,5.000,3.000,3.000,True
5637,3.000,5.000,4.000,True
5638,1.000,3.000,5.000,True
5639,5.000,4.000,2.000,False
5640,5.000,5.000,5.000,True
5641,2.000,2.000,1.000,False
5642,1.000,5.000,3.000,True
5643,5.000,1.000,5.000,True
5644,2.000,3.000,3.000,False
5645,3.000,5.000,5.000,True
5646,5.000,3.000,2.000,True
5647,3.000,5.000,4.000,True
5648,4.000,2.000,3.000,True
5649,5.000,4.000,1.000,False
5650,2.000,3.000,5.000,True
5651,5.000,1.000,2.000,True
5652,1.000,5.000,4.000,True
5653,3.000,2.000,5.000,False
5654,5.000,4.000,2.000,True
5655,3.000,5.000,5.000,True
5656,5.000,2.000,3.000,True
5657,2.000,5.000,1.000,True
5658,4.000,3.000,5.000,False
5659,3.000,1.000,3.000,True
5660,1.000,5.000,2.000,True
5661,5.000,3.000,2.000,True
5662,2.000,2.000,4.000,True
5663,4.000,2.000,4.000,False
5664,5.000,4.000,3.000,True
5665,2.000,4.000,5.000,True
5666,5.000,3.000,3.000,True
5667,3.000,5.000,1.000,True
5668,1.000,3.000,5.000,True
5669,5.000,1.000,5.000,True
5670,3.000,5.000,2.000,False
5671,2.000,5.000,1.000,True
5672,2.000,2.000,5.000,True
5673,4.000,1.000,2.000,True
5674,4.000,5.000,3.000,True
5675,3.000,2.000,5.000,True
5676,5.000,3.000,3.000,True
5677,3.000,5.000,4.000,True
5678,1.000,3.000,5.000,True
5679,5.000,4.000,2.000,False
5680,5.000,5.000,5.000,True
5681,2.000,2.000,1.000,False
5682,1.000,5.000,3.000,True
5683,5.000,1.000,5.000,True
5684,2.000,3.000,3.000,False
5685,3.000,5.000,5.000,True
5686,5.000,3.000,2.000,True
5687,3.000,5.000,4.000,True
5688,4.000,2.000,3.000,True
5689,5.000,4.000,1.000,False
5690,2.000,3.000,5.000,True
5691,5.000,1.000,2.000,True
5692,1.000,5.000,4.000,True
5693,3.000,2.000,5.000,False
5694,5.000,4.000,2.000,True
5695,3.000,5.000,5.000,True
5696,5.000,2.000,3.000,True
5697,2.000,5.000,1.000,True
5698,4.000,3.000,5.000,False
5699,3.000,1.000,3.000,True
5700,1.000,5.000,2.000,True
5701,5.000,3.000,2.000,True
5702,2.000,2.000,4.000,True
5703,4.000,2.000,4.000,False
5704,5.000,4.000,3.000,True
5705,2.000,4.000,5.000,True
5706,5.000,3.000,3.000,True
5707,3.000,5.000,1.000,True
5708,1.000,3.000,5.000,True
5709,5.000,1.000,5.000,True
5710,3.000,5.000,2.000,False
5711,2.000,5.000,1.000,True
5712,2.000,2.000,5.000,True
5713,4.000,1.000,2.000,True
5714,4.000,5.000,3.000,True
5715,3.000,2.000,5.000,True
5716,5.000,3.000,3.000,True
5717,3.000,5.000,4.000,True
5718,1.000,3.000,5.000,True
5719,5.000,4.000,2.000,True
5720,5.000,5.000,5.000,True
5721,2.000,2.000,1.000,False
5722,1.000,5.000,3.000,True
5723,5.000,1.000,5.000,False
5724,2.000,3.000,3.000,True
5725,3.000,5.000,5.000,True
5726,5.000,3.000,2.000,False
5727,3.000,5.000,4.000,True
5728,4.000,2.000,3.000,True
5729,5.000,4.000,1.000,True
5730,2.000,3.000,5.000,True
5731,5.000,1.000,2.000,False
5732,1.000,5.000,4.000,True
5733,3.000,2.000,5.000,True
5734,5.000,4.000,2.000,True
5735,3.000,5.000,5.000,False
5736,5.000,2.000,3.000,True
5737,2.000,5.000,1.000,True
5738,4.000,3.000,5.000,True
5739,3.000,1.000,3.000,True
5740,1.000,5.000,2.000,False
5741,5.000,3.000,2.000,True
5742,2.000,2.000,4.000,True
5743,4.000,2.000,4.000,True
5744,5.000,4.000,3.000,True
5745,2.000,4.000,5.000,False
5746,5.000,3.000,3.000,True
5747,3.000,5.000,1.000,True
5748,1.000,3.000,5.000,True
5749,5.000,1.000,5.000,True
5750,3.000,5.000,2.000,True
5751,2.000,5.000,1.000,True
5752,2.000,2.000,5.000,False
5753,4.000,1.000,2.000,True
5754,4.000,5.000,3.000,True
5755,3.000,2.000,5.000,True
5756,5.000,3.000,3.000,True
5757,3.000,5.000,4.000,True
5758,1.000,3.000,5.000,True
5759,5.000,4.000,2.000,True
5760,5.000,5.000,5.000,True
5761,2.000,2.000,1.000,False
5762,1.000,5.000,3.000,True
5763,5.000,1.000,5.000,False
5764,2.000,3.000,3.000,True
5765,3.000,5.000,5.000,True
5766,3.000,3.000,2.000,False
5767,5.000,5.000,4.000,True
5768,3.000,2.000,3.000,True
5769,4.000,4.000,1.000,True
5770,5.000,3.000,5.000,True
5771,2.000,1.000,2.000,False
5772,5.000,5.000,4.000,True
5773,1.000,2.000,5.000,True
5774,3.000,4.000,2.000,True
5775,5.000,5.000,5.000,False
5776,3.000,2.000,3.000,True
5777,5.000,5.000,1.000,True
5778,2.000,3.000,5.000,True
5779,4.000,1.000,3.000,True
5780,3.000,5.000,2.000,False
5781,1.000,3.000,2.000,True
5782,5.000,2.000,4.000,True
5783,2.000,2.000,4.000,True
5784,4.000,4.000,3.000,True
5785,5.000,4.000,5.000,False
5786,4.000,4.000,4.000,True
5787,3.000,3.000,3.000,True
5788,1.000,1.000,1.000,True
5789,5.000,5.000,5.000,True
5790,2.000,2.000,2.000,True
5791,4.000,4.000,4.000,True
5792,5.000,5.000,5.000,False
5793,2.000,2.000,2.000,True
5794,5.000,5.000,5.000,True
5795,3.000,3.000,3.000,True
5796,1.000,1.000,1.000,True
5797,5.000,5.000,5.000,True
5798,3.000,3.000,3.000,True
5799,2.000,2.000,2.000,True
5800,2.000,2.000,2.000,True
5801,4.000,4.000,4.000,False
5802,4.000,4.000,4.000,True
5803,3.000,3.000,3.000,False
5804,5.000,5.000,5.000,True
5805,3.000,3.000,3.000,True
5806,1.000,1.000,1.000,False
5807,5.000,5.000,5.000,True
5808,5.000,5.000,5.000,True
5809,2.000,2.000,2.000,True
5810,1.000,1.000,1.000,True
5811,5.000,5.000,5.000,False
5812,2.000,2.000,2.000,True
5813,3.000,3.000,3.000,True
5814,5.000,5.000,5.000,True
5815,3.000,3.000,3.000,False
5816,4.000,4.000,4.000,True
5817,5.000,5.000,5.000,True
5818,2.000,2.000,2.000,True
5819,5.000,5.000,5.000,True
5820,1.000,1.000,1.000,False
5821,3.000,3.000,3.000,True
5822,5.000,5.000,5.000,True
5823,3.000,3.000,3.000,True
5824,5.000,5.000,5.000,True
5825,2.000,2.000,2.000,False
5826,4.000,4.000,4.000,True
5827,3.000,3.000,3.000,True
5828,1.000,1.000,1.000,True
5829,5.000,5.000,5.000,True
5830,2.000,2.000,2.000,True
5831,4.000,4.000,4.000,True
5832,5.000,5.000,5.000,False
5833,2.000,2.000,2.000,True
5834,5.000,5.000,5.000,True
5835,3.000,3.000,3.000,True
5836,1.000,1.000,1.000,True
5837,5.000,5.000,5.000,True
5838,3.000,3.000,3.000,True
5839,2.000,2.000,2.000,True
5840,2.000,2.000,2.000,True
5841,4.000,4.000,4.000,False
5842,4.000,4.000,4.000,True
5843,3.000,3.000,3.000,False
5844,5.000,5.000,5.000,True
5845,3.000,3.000,3.000,True
5846,1.000,1.000,1.000,False
5847,5.000,5.000,5.000,True
5848,5.000,5.000,5.000,True
5849,2.000,2.000,2.000,True
5850,1.000,1.000,1.000,True
5851,5.000,5.000,5.000,False
5852,2.000,2.000,2.000,True
5853,3.000,3.000,3.000,True
5854,5.000,5.000,5.000,True
5855,3.000,3.000,3.000,False
5856,4.000,4.000,4.000,True
5857,5.000,5.000,5.000,True
5858,2.000,2.000,2.000,True
5859,5.000,5.000,5.000,True
5860,1.000,1.000,1.000,False
5861,3.000,3.000,3.000,True
5862,5.000,5.000,5.000,True
5863,3.000,3.000,3.000,True
5864,5.000,5.000,5.000,True
5865,2.000,2.000,2.000,False
5866,4.000,4.000,4.000,True
5867,3.000,3.000,3.000,True
5868,1.000,1.000,1.000,True
5869,5.000,5.000,5.000,True
5870,2.000,2.000,2.000,True
5871,4.000,4.000,4.000,True
5872,5.000,5.000,5.000,False
5873,2.000,2.000,2.000,True
5874,5.000,5.000,5.000,True
5875,3.000,3.000,3.000,True
5876,1.000,1.000,1.000,True
5877,5.000,5.000,5.000,True
5878,3.000,3.000,3.000,True
5879,2.000,2.000,2.000,True
5880,2.000,2.000,2.000,True
5881,4.000,4.000,4.000,False
5882,4.000,4.000,4.000,True
5883,3.000,3.000,3.000,False
5884,5.000,5.000,5.000,True
5885,3.000,3.000,3.000,True
5886,1.000,1.000,1.000,False
5887,5.000,5.000,5.000,True
5888,5.000,5.000,5.000,True
5889,2.000,2.000,2.000,True
5890,1.000,1.000,1.000,True
5891,5.000,5.000,5.000,False
5892,2.000,2.000,2.000,True
5893,3.000,3.000,3.000,True
5894,5.000,5.000,5.000,True
5895,3.000,3.000,3.000,False
5896,4.000,4.000,4.000,True
5897,5.000,5.000,5.000,True
5898,2.000,2.000,2.000,True
5899,5.000,5.000,5.000,True
5900,1.000,1.000,1.000,False
5901,3.000,3.000,3.000,True
5902,5.000,5.000,5.000,True
5903,3.000,3.000,3.000,True
5904,5.000,5.000,5.000,True
5905,2.000,2.000,2.000,False
5906,4.000,4.000,4.000,True
5907,3.000,3.000,3.000,True
5908,1.000,1.000,1.000,True
5909,5.000,5.000,5.000,True
5910,2.000,2.000,2.000,True
5911,4.000,4.000,4.000,True
5912,5.000,5.000,5.000,False
5913,2.000,2.000,2.000,True
5914,5.000,5.000,5.000,True
5915,3.000,3.000,3.000,True
5916,1.000,1.000,1.000,True
5917,5.000,5.000,5.000,True
5918,3.000,3.000,3.000,True
5919,2.000,2.000,2.000,True
5920,2.000,2.000,2.000,True
5921,4.000,4.000,4.000,False
5922,4.000,4.000,4.000,True
5923,3.000,3.000,3.000,False
5924,5.000,5.000,5.000,True
5925,3.000,3.000,3.000,True
5926,1.000,1.000,1.000,False
5927,5.000,5.000,5.000,True
5928,5.000,5.000,5.000,True
5929,2.000,2.000,2.000,True
5930,1.000,1.000,1.000,True
5931,5.000,5.000,5.000,False
5932,2.000,2.000,2.000,True
5933,3.000,3.000,3.000,True
5934,5.000,5.000,5.000,True
5935,3.000,3.000,3.000,False
5936,4.000,4.000,4.000,True
5937,5.000,5.000,5.000,True
5938,2.000,2.000,2.000,True
5939,5.000,5.000,5.000,True
5940,1.000,1.000,1.000,False
5941,3.000,3.000,3.000,True
5942,5.000,5.000,5.000,True
5943,3.000,3.000,3.000,True
5944,5.000,5.000,5.000,True
5945,2.000,2.000,2.000,False
5946,4.000,4.000,4.000,True
5947,3.000,3.000,3.000,True
5948,1.000,1.000,1.000,True
5949,5.000,5.000,5.000,True
5950,2.000,2.000,2.000,True
5951,4.000,4.000,4.000,True
5952,5.000,5.000,5.000,False
5953,2.000,2.000,2.000,True
5954,5.000,5.000,5.000,True
5955,3.000,3.000,3.000,True
5956,1.000,1.000,1.000,True
5957,5.000,5.000,5.000,True
5958,3.000,3.000,3.000,True
5959,2.000,2.000,2.000,True
5960,2.000,2.000,2.000,True
5961,4.000,4.000,4.000,False
5962,4.000,4.000,4.000,True
5963,3.000,3.000,3.000,False
5964,5.000,5.000,5.000,True
5965,3.000,3.000,3.000,True
5966,1.000,1.000,1.000,False
5967,5.000,5.000,5.000,True
5968,5.000,5.000,5.000,True
5969,2.000,2.000,2.000,True
5970,1.000,1.000,1.000,True
5971,5.000,5.000,5.000,False
5972,2.000,2.000,2.000,True
5973,3.000,3.000,3.000,True
5974,3.000,5.000,5.000,True
5975,3.000,3.000,3.000,False
5976,3.000,4.000,4.000,True
5977,3.000,5.000,5.000,True
5978,3.000,2.000,2.000,True
5979,3.000,5.000,5.000,True
5980,3.000,1.000,1.000,False
5981,3.000,3.000,3.000,True
5982,3.000,5.000,5.000,True
5983,3.000,3.000,3.000,True
5984,3.000,5.000,5.000,True
5985,3.000,2.000,2.000,False
5986,3.000,4.000,4.000,True
5987,3.000,3.000,3.000,True
5988,3.000,1.000,1.000,True
5989,3.000,5.000,5.000,True
5990,3.000,2.000,2.000,True
5991,3.000,4.000,4.000,True
5992,3.000,5.000,5.000,False
5993,3.000,2.000,2.000,True
5994,3.000,5.000,5.000,True
5995,3.000,3.000,3.000,True
5996,3.000,1.000,1.000,True
5997,5.000,5.000,5.000,True
5998,3.000,3.000,3.000,True
5999,4.000,2.000,2.000,True
6000,5.000,2.000,2.000,True
6001,2.000,4.000,4.000,False
6002,5.000,4.000,4.000,True
6003,1.000,3.000,3.000,False
6004,3.000,5.000,5.000,True
6005,5.000,3.000,3.000,True
6006,3.000,1.000,1.000,False
6007,5.000,5.000,5.000,True
6008,2.000,5.000,5.000,True
6009,4.000,2.000,2.000,True
6010,3.000,1.000,1.000,True
6011,1.000,5.000,5.000,False
6012,5.000,2.000,2.000,True
6013,2.000,3.000,3.000,True
6014,4.000,3.000,3.000,True
6015,5.000,5.000,5.000,False
6016,2.000,3.000,3.000,True
6017,5.000,4.000,4.000,True
6018,3.000,5.000,5.000,True
6019,1.000,2.000,2.000,True
6020,5.000,5.000,5.000,False
6021,3.000,1.000,1.000,True
6022,2.000,3.000,3.000,True
6023,2.000,5.000,5.000,True
6024,4.000,3.000,3.000,True
6025,4.000,5.000,5.000,False
6026,3.000,2.000,2.000,True
